hhid,quarter,cluster,HholdID,personid,s1aq1_gender,s1aq2_ role_in_household,s2aq3_highest_level_of_education,s4aq40a_occupation,s4aq42_occupation_type_registration,s4aq44_occupation_place,s1aq4y_age,s1aq9a_tribe,s1bq5a_region of stay,s1aq5_marital_status
336013,2022Q3,360,13,5,Male,Spouse (Wife/Husband/Living together),Middle,"MIXED CROP FARMER ( CASSAVA,  PLANTAIN,  PEPPER ETC)",,,65,Akan,,Married (Customary/Traditional)
636515,2023Q2,365,15,1,Female,Head,Primary,"MIXED CROP FARMER ( TOMATOES,  PEPPER,  PLANTAIN ETC)",Private Informal,Own land / farm,53,Akan,,Widowed
236519,2022Q2,365,19,2,Female,Child (Son/Daughter),Postmiddle/secondary certificate,MIXED CROP FARMER  ( PLANTAIN AND CASSAVA ),Private Informal,Own land / farm,61,Akan,,Widowed
536618,2023Q1,366,18,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER ( CASSAVA,  PLANTAIN)",Private Informal,Own land / farm,41,Akan,Outside Ghana (specify country),Informal/living together
736618,2023Q3,366,18,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER ( CASSAVA,  PLANTAIN, PEPPER ETC)",Private Informal,Own land / farm,42,Akan,Outside Ghana (specify country),Informal/living together
737004,2023Q3,370,4,1,Female,Head,0,"MIXED CROP FARMER ( CASSAVA, PEPPER ETC)",Private Informal,Own land / farm,77,Akan,Bono,Widowed
637003,2023Q2,370,3,1,Female,Head,JSS/JHS,"MIXED CROP FARMER ( CASSAVA  , PEPPER  ETC)",Private Informal,Own land / farm,47,Akan,Bono,Never married
637004,2023Q2,370,4,1,Female,Head,0,"MIXED CROP FARMER ( CASSAVA, PEPPER, CASHEW ETC)",Private Informal,Own land / farm,76,Akan,Bono,Widowed
737603,2023Q3,376,3,1,Female,Head,JSS/JHS,"MIXED CROP FARMER ( CASSAVA, PEPPER  ETC)",Private Informal,Own land / farm,38,Ewe,Ashanti.,Widowed
537605,2023Q1,376,5,1,Male,Head,SSS/SHS,"MIXED CROP FARMER ( OKRO, GARDEN ,PEPPER  ETC)",Private Informal,Other land / farm.,33,Akan,,Informal/living together
237603,2022Q2,376,3,1,Female,Head,JSS/JHS,MIXED CROPS FARMER (MAIZE/RICE),Private Informal,Other land / farm.,37,Ewe,Ashanti.,Widowed
537605,2023Q1,376,5,2,Female,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER ( PEPPER,  GARDEN EGGS,  ETC)",Private Informal,Other land / farm.,25,Ewe,,Informal/living together
537712,2023Q1,377,12,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER ( PLANTAIN,  CASSAVA ETC)",Private Informal,Other land / farm.,38,Akan,,Married (Customary/Traditional)
737710,2023Q3,377,10,1,Female,Head,Middle,"MIXED CROP FARMER (CASHEW,  PEPPER  ,TOMATOES  ETC)",Private Informal,Own land / farm,66,Akan,,Widowed
537710,2023Q1,377,10,2,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER ( CASSAVA,  PLANTAIN  ETC)",Private Informal,Other land / farm.,22,Akan,Ahafo,Never married
537710,2023Q1,377,10,1,Female,Head,Middle,"MIXED FARMER ( PLANTAIN,  CASSAVA, ETC)",Private Informal,Other land / farm.,65,Akan,,Widowed
537712,2023Q1,377,12,1,Male,Head,Middle,"MIXED CROP FARMER ( CASSAVA,  PEPPER,  PLANTAIN  ETC)",Private Informal,Own land / farm,56,Akan,,Married (Customary/Traditional)
737711,2023Q3,377,11,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER ( CASSAVA,  CASHEW, PEPPER  ETC)",Private Informal,Other land / farm.,44,Akan,,Married (Customary/Traditional)
537820,2023Q1,378,20,1,Male,Head,Primary,"MIXED CROP FARMER (PEPPER,  TOMATOES  ETC)",Private Informal,Own land / farm,47,Akan,Outside Ghana (specify country),Married (Customary/Traditional)
737817,2023Q3,378,17,1,Female,Head,Middle,"MIXED CROP FARMER (  TOMATOES, MAIZE, PEPPER ETC)",Private Informal,Own land / farm,52,Akan,,Never married
537819,2023Q1,378,19,5,Male,Son-in-law,SSS/SHS,"MIXED CROP FARMER ( TOMATOES,  PEPPER  ETC)",Private Informal,Other land / farm.,28,Akan,Outside Ghana (specify country),Informal/living together
438104,2022Q4,381,4,1,Male,Head,0,MIXED FARMER (CASSAVA AND ANIMALS),Private Informal,Other land / farm.,46,"All Other Tribes (Hausa, Baribari, Zabrama)",Savannah,Married (Customary/Traditional)
438104,2022Q4,381,4,2,Female,Spouse (Wife/Husband/Living together),0,MIXED FARMER ( CASSAVA AND ANIMALS),Private Informal,Other land / farm.,34,"All Other Tribes (Hausa, Baribari, Zabrama)",Savannah,Married (Customary/Traditional)
638215,2023Q2,382,15,3,Female,Child (Son/Daughter),0,"MIXED CROP FARMER ( CASSAVA,  PLANTAIN, PEPPER ETC )",Private Informal,Own land / farm,71,Akan,,Never married
538218,2023Q1,382,18,1,Female,Head,Primary,"MIXED FARMER ( PLANTAIN,  CASHEW,  CASSAVA  ETC)",Private Informal,Own land / farm,54,Akan,Bono,Married (Customary/Traditional)
638218,2023Q2,382,18,1,Female,Head,Primary,"MIXED CROP FARMER ( PLANTAIN, PEPPER  ETC)",Private Informal,Own land / farm,54,Akan,Bono,Married (Customary/Traditional)
738218,2023Q3,382,18,1,Female,Head,Primary,"MIXED CROP FARMER ( CASSAVA, PEPPER,  PLANTAIN,  ETC)",Private Informal,Own land / farm,55,Akan,Bono,Married (Customary/Traditional)
738218,2023Q3,382,18,2,Male,Spouse (Wife/Husband/Living together),Middle,"MIXED CROP FARMER ( CASSAVA,  COCOA ETC)",Private Informal,Own land / farm,63,Akan,Bono,Married (Customary/Traditional)
638215,2023Q2,382,15,4,Female,Child (Son/Daughter),Middle,"MIXED CROP FARMER (CASSAVA,  PLANTAIN,  ETC)",Private Informal,Own land / farm,54,Akan,,Married (Customary/Traditional)
738215,2023Q3,382,15,3,Female,Child (Son/Daughter),0,"MIXED FARMER ( PLANTAIN , PEPPER, ETC)",Private Informal,Own land / farm,71,Akan,,Never married
438406,2022Q4,384,6,1,Female,Head,0,"MIXED CROP FARMER ( CASSAVA,  PLANTAIN  ETC)",Private Informal,Own land / farm,62,Akan,Bono,Widowed
438406,2022Q4,384,6,3,Female,Child (Son/Daughter),Primary,"MIXED CROP FARMER ( CASSAVA,  PLANTAIN,  ETC)",Private Informal,Own land / farm,42,Akan,,Divorced
238505,2022Q2,385,5,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (YAM, OKRO, PEPPER, GARDEN EGGS)",Private Informal,Own land / farm,42,Akan,,Married (Customary/Traditional)
238505,2022Q2,385,5,6,Male,Other relative,SSS/SHS,"MIXED CROP FARMER (YAM, OKRO, PEPPER, GARDEN EGGS",Private Informal,Own land / farm,18,Akan,,Never married
238505,2022Q2,385,5,5,Female,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (YAM, OKRO, PEPPER, GARDEN EGGS",Private Informal,Own land / farm,18,Akan,,Never married
238505,2022Q2,385,5,3,Female,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (YAM, OKRO, PEPPER, GARDEN EGGS",Private Informal,Own land / farm,23,Akan,,Married (Customary/Traditional)
238505,2022Q2,385,5,4,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (YAM, OKRO, PEPPER, GARDEN EGGS",Private Informal,Own land / farm,21,Akan,,Never married
338611,2022Q3,386,11,1,Male,Head,Primary,MIXED FARMER (GROWING CROPS AND REARING ANIMALS),Private Informal,Own land / farm,52,Akan,Bono,Married (Customary/Traditional)
338605,2022Q3,386,5,1,Male,Head,0,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Own land / farm,82,Akan,,Married (Customary/Traditional)
338716,2022Q3,387,16,1,Male,Head,0,MIXED CROP FARMER AND ANIMALS FARMER,Private Informal,Own land / farm,37,Mole-Dagbani,Upper West,Married (Customary/Traditional)
438715,2022Q4,387,15,1,Female,Head,Primary,"MIXED CROP FARMER ( MAIZE,  CASSAVA, PEPPER ETC",Private Informal,Own land / farm,48,Akan,Ashanti.,Married (Customary/Traditional)
339012,2022Q3,390,12,2,Female,Spouse (Wife/Husband/Living together),0,MIXED CROP FARMER ( GROUNDNUT),Private Informal,Other land / farm.,28,Mole-Dagbani,Upper West,Married (Customary/Traditional)
339012,2022Q3,390,12,1,Male,Head,0,MIXED CROP FARMER ( GROUNDNUT),Private Informal,Other land / farm.,40,Mole-Dagbani,Upper West,Married (Customary/Traditional)
339616,2022Q3,396,16,1,Male,Head,0,MIXED FARMER ( GROWING OF CROPS AND REARING OF ANIMALS),Private Informal,Other land / farm.,72,Mole-Dagbani,Northern.,Married (Islamic)
339607,2022Q3,396,7,1,Male,Head,JSS/JHS,MIXED FARMER ( REARING AND GROWING OF CROPS),Private Informal,Other land / farm.,43,,,Married (Islamic)
440218,2022Q4,402,18,1,Female,Head,0,"MIXED CROP FARMER (MAIZE, GROUNDNUT,  BEANS)",Private Informal,Own land / farm,56,Gurma,Northern.,Widowed
440317,2022Q4,403,17,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLET,YAM,CASSAVA,GROUNDNUT PEPPER)",Private Informal,Own land / farm,45,Gurma,Northern.,Married (Customary/Traditional)
440321,2022Q4,403,21,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLET,YAM,OKRO,PEPPER)",Private Informal,Other land / farm.,51,Guan,North East,Separated
440308,2022Q4,403,8,2,Male,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (GROUNDNUT, MILLET, YAM, MAIZE, BAMBARA BEANS)",Private Informal,Own land / farm,27,Gurma,,Never married
440307,2022Q4,403,7,3,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (YAM,MAIZE, SOYA BEANS,CASHEW)",Private Informal,Own land / farm,26,Akan,,Never married
440319,2022Q4,403,19,5,Female,Parent,SSS/SHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT,OKRO, PEPPER, BEANS)",Private Informal,Own land / farm,42,Mole-Dagbani,Upper West,Widowed
440322,2022Q4,403,22,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MILLET  GROUNDNUT, MAIZE,OKRO,PEPPER)",Private Informal,Own land / farm,57,Mande,Ashanti.,Married (Islamic)
440310,2022Q4,403,10,7,Male,Brother/Sister,SSS/SHS,"MIXED CROP FARMER ( MAIZE, MILLET, GROUNDNUT, YAM)",Private Informal,Own land / farm,24,Mole-Dagbani,Bono,Never married
440316,2022Q4,403,16,5,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT, OKRO, PEPPER, BAMBARA BEANS)",Private Informal,Own land / farm,19,Mole-Dagbani,,Never married
440317,2022Q4,403,17,12,Male,Brother/Sister,SSS/SHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT, MILLET, YAM)",Private Informal,Own land / farm,19,Gurma,,Never married
440317,2022Q4,403,17,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (OKRO,PEPPER,MAIZE,GROUNDNUT, MILLET)",Private Informal,Own land / farm,39,Gurma,Northern.,Married (Customary/Traditional)
440317,2022Q4,403,17,4,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (MAIZE,MILLET, YAM, GROUNDNUT)",Private Informal,Other land / farm.,18,Gurma,,Never married
440323,2022Q4,403,23,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,MILLET)",Private Informal,Own land / farm,35,Mande,,Married (Islamic)
440316,2022Q4,403,16,1,Male,Head,Middle,"MIXED CROP FARMER (MAIZE,MILLET,GROUNDNUT, OKRO,PEPPER,,BAMBARA BEANS)",Private Informal,Own land / farm,72,Mole-Dagbani,Bono East,Married (Customary/Traditional)
440308,2022Q4,403,8,3,Female,Child (Son/Daughter),Primary,"MIXED CROP FARMER (GROUNDNUT, YAM,MAIZE,BAMBARA BEANS)",Private Informal,Own land / farm,22,Gurma,,Never married
440322,2022Q4,403,22,1,Male,Head,0,"MIXED CROP FARMER (MILLET,MAIZE,OKRO,PEPPER)",Private Informal,Own land / farm,63,Mande,Ashanti.,Married (Islamic)
440316,2022Q4,403,16,4,Female,Child (Son/Daughter),Primary,"MIXED CROP FARMER (GROUNDNUT, OKRO, PEPPER, MAIZE, BAMBARA BEANS)",Private Informal,Own land / farm,23,Mole-Dagbani,Bono East,Never married
440305,2022Q4,403,5,1,Male,Head,Primary,"MIXED CROP FARMER (CASHEW,YAM,CASSAVA,MAIZE)",Private Informal,Own land / farm,58,"All Other Tribes (Hausa, Baribari, Zabrama)",Western,Married (Customary/Traditional)
440305,2022Q4,403,5,2,Female,Spouse (Wife/Husband/Living together),Middle,"MIXED CROP FARMER (MAIZE,GROUNDNUT,PEPPER, OKRO)",Private Informal,Own land / farm,64,Akan,Bono East,Married (Customary/Traditional)
440311,2022Q4,403,11,1,Male,Head,Primary,"MIXED CROP FARMER (YAM ,MILLET,MAIZE)",Private Informal,Own land / farm,58,Gurma,Upper West,Married (Civil/Ordinance)
440309,2022Q4,403,9,1,Male,Head,Primary,"MIXED CROP FARMER (BAMBARA BEANS, YAM, MAIZE, CASSAVA)",Private Informal,Own land / farm,78,Guan,Bono East,Married (Customary/Traditional)
440307,2022Q4,403,7,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (SOYA BEANS, MAIZE,CASHEW)",Private Informal,Own land / farm,55,Akan,Bono East,Married (Customary/Traditional)
440303,2022Q4,403,3,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE, YAM)",Private Informal,Own land / farm,35,Akan,,Informal/living together
440312,2022Q4,403,12,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLET,YAM,GROUNDNUT, PEPPER,OKRO)",Private Informal,Own land / farm,47,Gurma,Bono East,Married (Civil/Ordinance)
440308,2022Q4,403,8,1,Female,Head,0,"MIXED CROP FARMER (GROUNDNUT, BAMBARA BEANS, MAIZE,MILLET,YAM)",Private Informal,Own land / farm,51,Gurma,Bono East,Widowed
440302,2022Q4,403,2,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER (MAIZE, PEPPER,OKRO,GROUNDNUT,MILLET)",Private Informal,Own land / farm,40,"All Other Tribes (Hausa, Baribari, Zabrama)",Northern.,Married (Customary/Traditional)
440322,2022Q4,403,22,3,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (GROUNDNUT, MAIZE,OKRO,PEPPER, MILLET)",Private Informal,Own land / farm,23,Mande,,Never married
440301,2022Q4,403,1,7,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (MAIZE, YAM, GROUNDNUT)",Private Informal,Own land / farm,22,Gurma,,Never married
440316,2022Q4,403,16,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER (GROUNDNUT, OKRO,PEPPER, MAIZE, MILLET,BAMBARA BEANS,",Private Informal,Own land / farm,70,Mole-Dagbani,Bono East,Married (Customary/Traditional)
440312,2022Q4,403,12,3,Female,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (OKRO,PEPPER,MAIZE,GROUNDNUT, MILLET)",Private Informal,Own land / farm,30,Gurma,,Never married
440308,2022Q4,403,8,5,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (GROUNDNUT, MAIZE, YAM,BAMBARA BEANS)",Private Informal,Own land / farm,18,Gurma,,Never married
440302,2022Q4,403,2,3,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (GROUNDNUT, YAM,MAIZE, MILLET)",Private Informal,Own land / farm,20,"All Other Tribes (Hausa, Baribari, Zabrama)",,Never married
440312,2022Q4,403,12,5,Male,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (MAIZE, MILLET, YAM, GROUNDNUT, )",Private Informal,Own land / farm,18,Gurma,,Never married
440312,2022Q4,403,12,10,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (GROUNDNUT, MAIZE, YAM, CASSAVA, MILLET)",Private Informal,Own land / farm,31,Gurma,North East,Never married
440302,2022Q4,403,2,13,Male,Parent,0,"MIXED CROP FARMER (YAM, MAIZE, MILLET)",Private Informal,Own land / farm,80,"All Other Tribes (Hausa, Baribari, Zabrama)",Savannah,Married (Customary/Traditional)
440308,2022Q4,403,8,4,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (GROUNDNUT, BAMBARA BEANS, YAM, MILLET)",Private Informal,Own land / farm,21,Gurma,,Never married
440302,2022Q4,403,2,14,Female,Parent,0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, MILLET)",Private Informal,Own land / farm,70,"All Other Tribes (Hausa, Baribari, Zabrama)",Savannah,Married (Customary/Traditional)
440302,2022Q4,403,2,1,Male,Head,JSS/JHS,"MIXED CROP FARMER (MILLET,MAIZE,YAM)",Private Informal,Own land / farm,44,"All Other Tribes (Hausa, Baribari, Zabrama)",Savannah,Married (Customary/Traditional)
140808,2022Q1,408,8,8,Male,Other relative,SSS/SHS,"MIXED CROP FARMER (CASHEW, CASSAVA , YAM , TOMATOES PEPPER)",Private Informal,Other land / farm.,29,Mole-Dagbani,,Never married
140813,2022Q1,408,13,1,Male,Head,SSS/SHS,"MIXED CROP FARMER (YAM, CASSAVA MAIZE )",Private Informal,Other land / farm.,38,Akan,Outside Ghana (specify country),Married (Customary/Traditional)
140818,2022Q1,408,18,1,Male,Head,0,"MIXED CROP FARMER (YAM,CASSAVA, PLANTAIN, MAIZE CASHEW)",Private Informal,Other land / farm.,55,Mole-Dagbani,Outside Ghana (specify country),Married (Islamic)
140814,2022Q1,408,14,1,Female,Head,Primary,MIXED CROP FARMER (YAM AND CASSAVA),Private Informal,Own land / farm,48,Akan,Ashanti.,Divorced
140808,2022Q1,408,8,1,Male,Head,Kindergarten,"MIXED CROP FARMER (CASHEW, CASSAVA , YAM , TOMATOES PEPPER)",Private Informal,Other land / farm.,33,Mole-Dagbani,,Married (Islamic)
540902,2023Q1,409,2,8,Male,Brother/Sister,Primary,FIELD CROP FARMER ( BY DAY),Private Informal,Other land / farm.,23,Mole-Dagbani,,Never married
540916,2023Q1,409,16,3,Male,Parent,0,CASHEW FARMER ( CARE TAKER),Private Informal,Other land / farm.,85,Mole-Dagbani,Bono East,Married (Customary/Traditional)
540916,2023Q1,409,16,8,Female,Parent,0,CASHEW FARMER ( CARE TAKER),Private Informal,Other land / farm.,78,Mole-Dagbani,Bono East,Married (Customary/Traditional)
641110,2023Q2,411,10,1,Male,Head,Middle,MIXED FARMER ( GROWING OF FOOD CROPS AND REARING OF CHICKEN),Private Informal,Other land / farm.,60,Mole-Dagbani,Upper West,Married (Customary/Traditional)
541110,2023Q1,411,10,1,Male,Head,Middle,MIXED FARMER ( GROWING OF MAIZE YAM AND REARING  CHICKEN,Private Informal,Other land / farm.,60,Mole-Dagbani,Upper West,Married (Customary/Traditional)
341317,2022Q3,413,17,3,Female,Child (Son/Daughter),Primary,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,21,Gurma,,Never married
341311,2022Q3,413,11,5,Female,Child (Son/Daughter),JSS/JHS,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,21,Gurma,Bono East,Never married
341311,2022Q3,413,11,2,Female,Spouse (Wife/Husband/Living together),0,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,78,Gurma,Bono East,Married (Customary/Traditional)
341311,2022Q3,413,11,3,Female,Spouse (Wife/Husband/Living together),0,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,70,Gurma,Bono East,Married (Customary/Traditional)
341311,2022Q3,413,11,6,Male,Child (Son/Daughter),JSS/JHS,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,19,Gurma,Bono East,Never married
341317,2022Q3,413,17,2,Female,Child (Son/Daughter),SSS/SHS,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,24,Gurma,,Never married
341311,2022Q3,413,11,4,Male,Child (Son/Daughter),Primary,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,20,Gurma,Bono East,Never married
341311,2022Q3,413,11,9,Female,Non relative,JSS/JHS,MIXED CROP FARMER AND LIVESTOCK,Private Informal,Own land / farm,22,Akan,Eastern,Informal/living together
341501,2022Q3,415,1,1,Male,Head,Primary,MIXED FARMER ( YAM AND RICE),Private Informal,Own land / farm,24,Gurma,,Informal/living together
142010,2022Q1,420,10,2,Male,Child (Son/Daughter),SSS/SHS,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,23,Mole-Dagbani,Bono East,Divorced
142007,2022Q1,420,7,1,Male,Head,0,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,60,Mole-Dagbani,Northern.,Married (Customary/Traditional)
542010,2023Q1,420,10,1,Female,Head,Primary,MIXED FARMER ( GROWING OF CROPS AND REARING ANIMALS,Private Informal,Other land / farm.,44,Mole-Dagbani,Bono East,Widowed
742010,2023Q3,420,10,3,Male,Child (Son/Daughter),Primary,MIXED FARMER (GROWING OF CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,18,Mole-Dagbani,Bono East,Never married
142009,2022Q1,420,9,3,Male,Child (Son/Daughter),JSS/JHS,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,18,Mole-Dagbani,,Never married
142009,2022Q1,420,9,4,Male,Child (Son/Daughter),SSS/SHS,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,18,Mole-Dagbani,,Never married
742010,2023Q3,420,10,2,Male,Child (Son/Daughter),SSS/SHS,MIXED FARMER (GROWING OF CROPS AND REARING OF ANIMALS),Private Informal,Other land / farm.,24,Mole-Dagbani,Bono East,Divorced
742011,2023Q3,420,11,2,Female,Head,0,MIXED FARMER (GROWING OF CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,40,Mole-Dagbani,Upper West,Married (Customary/Traditional)
142010,2022Q1,420,10,1,Female,Head,Primary,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,43,Mole-Dagbani,Bono East,Widowed
542010,2023Q1,420,10,2,Male,Child (Son/Daughter),SSS/SHS,MIXED FARMER ( MIXED FARMER),Private Informal,Other land / farm.,24,Mole-Dagbani,Bono East,Divorced
142007,2022Q1,420,7,4,Male,Child (Son/Daughter),Primary,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,18,Mole-Dagbani,Northern.,Never married
542011,2023Q1,420,11,2,Female,Spouse (Wife/Husband/Living together),0,MIXED  FARMER  (GROWING OF YAM CASSAVA MAIZE AND REARING ANIMALS),Private Informal,Other land / farm.,39,Mole-Dagbani,Upper West,Married (Customary/Traditional)
142009,2022Q1,420,9,2,Female,Spouse (Wife/Husband/Living together),0,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,49,Mole-Dagbani,Ashanti.,Married (Customary/Traditional)
642010,2023Q2,420,10,2,Male,Child (Son/Daughter),SSS/SHS,MIXED FARMER (GROWING OF CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,24,Mole-Dagbani,Bono East,Divorced
642011,2023Q2,420,11,2,Female,Spouse (Wife/Husband/Living together),0,MIXED FARMER ( GROWING OF CROPS AND REARING OF FARM ANIMALS),Private Informal,Other land / farm.,39,Mole-Dagbani,Upper West,Married (Customary/Traditional)
142007,2022Q1,420,7,2,Female,Spouse (Wife/Husband/Living together),0,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,52,Mole-Dagbani,Northern.,Married (Customary/Traditional)
142009,2022Q1,420,9,1,Male,Head,0,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,52,Mole-Dagbani,Ashanti.,Married (Customary/Traditional)
142007,2022Q1,420,7,3,Male,Child (Son/Daughter),Primary,MIXED FARMER ( GROWING CROPS AND REARING ANIMALS),Private Informal,Other land / farm.,20,Mole-Dagbani,Northern.,Never married
742010,2023Q3,420,10,1,Female,Head,Primary,MIXED FARMER ( GROWING OF CROPS AND REARING OF ANIMALS),Private Informal,Other land / farm.,44,Mole-Dagbani,Bono East,Widowed
142112,2022Q1,421,12,1,Male,Head,0,MAIZE FARMER AND GOAT REARER,Private Informal,Other land / farm.,37,Gurma,Bono East,Married (Customary/Traditional)
342516,2022Q3,425,16,2,Female,Spouse (Wife/Husband/Living together),Primary,MIXED FARMER CULTIVATING GROUNDNUTS PEPPER OKRO AND REARING CHICKEN,Private Informal,Own land / farm,50,Ewe,Volta,Married (Customary/Traditional)
342514,2022Q3,425,14,2,Female,Spouse (Wife/Husband/Living together),JSS/JHS,MIXED FARMER CULTIVATING GROUNDNUTS AND REARING CHICKEN,Private Informal,Own land / farm,25,Ewe,Volta,Informal/living together
342507,2022Q3,425,7,2,Female,Spouse (Wife/Husband/Living together),Primary,MIXED FARMER CULTIVATING MAIZE CASSAVA AND REARING CHICKEN,Private Informal,Own land / farm,32,Ewe,,Informal/living together
342507,2022Q3,425,7,1,Male,Head,0,MIXED FARMER CULTIVATING MAIZE AND CASSAVA AND REARING CHICKEN,Private Informal,Own land / farm,24,Ewe,Greater Accra,Informal/living together
342518,2022Q3,425,18,1,Male,Head,Primary,MIXED FARMER CULTIVATING CASSAVA MAIZE PEPPER TOMATOES AND REARING CHICKEN,Private Informal,Own land / farm,20,Ewe,,Never married
542601,2023Q1,426,1,1,Male,Head,Primary,COCOA FARMER FARMER,Private Informal,Other land / farm.,45,"All Other Tribes (Hausa, Baribari, Zabrama)",,Married (Customary/Traditional)
343606,2022Q3,436,6,2,Female,Spouse (Wife/Husband/Living together),SSS/SHS,MIXED FARMER CULTIVATING MAIZE CASSAVA AND REARING CHICKEN,Private Informal,Own land / farm,49,Ewe,Oti,Informal/living together
343607,2022Q3,436,7,1,Male,Head,Primary,MIXED FARMER CULTIVATING YAM CASSAVA AND REARING GOATS,Private Informal,Other land / farm.,33,Guan,Northern.,Married (Customary/Traditional)
343607,2022Q3,436,7,2,Female,Spouse (Wife/Husband/Living together),Primary,MIXED FARMER CULTIVATING MAIZE CASSAVA YAM AND REARING GOATS AND CHICKEN,Private Informal,Other land / farm.,34,Guan,Northern.,Married (Customary/Traditional)
144201,2022Q1,442,1,1,Male,Head,Primary,CASSAVA FARMER FOR OWN USE,Private Informal,Own land / farm,64,Guan,Oti,Married (Customary/Traditional)
444618,2022Q4,446,18,2,Female,Spouse (Wife/Husband/Living together),0,MIXED FARMER CULTIVATING MAIZE CASSAVA AND REARING GOAT AND CHICKEN,Private Informal,Own land / farm,44,Gurma,,Married (Islamic)
444616,2022Q4,446,16,2,Female,Spouse (Wife/Husband/Living together),0,MIXED FARMER CULTIVATING CASSAVA YAM AND REARING GOATS AND CHICKEN,Private Informal,Own land / farm,35,Gurma,Oti,Married (Customary/Traditional)
444618,2022Q4,446,18,3,Male,Child (Son/Daughter),Primary,MIXED FARMER CULTIVATING YAM AND CASSAVA AND REARING CHICKEN AND CHICKEN,Private Informal,Own land / farm,20,Gurma,,Never married
444617,2022Q4,446,17,4,Male,Child (Son/Daughter),Primary,MIXED FARMER CULTIVATING CASSAVA AND YAM AND REARING CHICKEN,Private Informal,Own land / farm,18,Gurma,,Never married
444618,2022Q4,446,18,1,Male,Head,0,MIXED FARMER CULTIVATING YAM CASSAVA AND REARING GOAT AND CHICKEN,Private Informal,Own land / farm,40,Gurma,Oti,Married (Islamic)
